name,Atoms,Count,Mean /Å,Median /Å,Sam. std. dev.,Pop. std. dev.,Std. error,Skewness
Na2S-PC-vdw,S–Na,2,3.9236,3.9236,0.0014,0.0010,0.0010,nan
Na2S-PC-vdw,Na–Na,1,4.3304,4.3304,nan,0.0000,nan,nan
Na2S-glyme-vdw,S–Na,2,2.5236,2.5236,0.0004,0.0003,0.0003,nan
Na2S-glyme-vdw,Na–Na,1,4.2249,4.2249,nan,0.0000,nan,nan
Na2S-vdw,S–Na,2,2.4472,2.4472,0.0001,0.0000,0.0000,nan
Na2S-vdw,Na–Na,1,4.1360,4.1360,nan,0.0000,nan,nan
Na2S2-PC-vdw,S–S,1,2.1614,2.1614,nan,0.0000,nan,nan
Na2S2-PC-vdw,S–Na,4,3.7735,3.7735,0.0012,0.0010,0.0006,-0.0713
Na2S2-glyme-vdw,S–S,1,2.1927,2.1927,nan,0.0000,nan,nan
Na2S2-glyme-vdw,S–Na,4,2.6725,2.6726,0.0010,0.0009,0.0005,-0.0116
Na2S2-glyme-vdw,Na–Na,1,4.4250,4.4250,nan,0.0000,nan,nan
Na2S2-vdw,S–S,1,2.2224,2.2224,nan,0.0000,nan,nan
Na2S2-vdw,S–Na,4,2.5695,2.5695,0.0002,0.0002,0.0001,0.3410
Na2S2-vdw,Na–Na,1,4.2582,4.2582,nan,0.0000,nan,nan
Na2S4-PC-vdw,S–Na,6,3.7915,3.7544,0.0775,0.0708,0.0317,0.8863
Na2S4-PC-vdw,S–S,3,2.0874,2.0862,0.0114,0.0093,0.0066,0.4545
Na2S4-PC-vdw,Na–Na,1,4.6341,4.6341,nan,0.0000,nan,nan
Na2S4-glyme-vdw,S–Na,8,3.0355,2.8803,0.3101,0.2901,0.1096,1.4140
Na2S4-glyme-vdw,S–S,4,2.4186,2.0921,0.6550,0.5673,0.3275,1.9999
Na2S4-glyme-vdw,Na–Na,1,3.8431,3.8431,nan,0.0000,nan,nan
Na2S4-vdw,S–S,3,2.1004,2.0994,0.0018,0.0014,0.0010,1.7320
Na2S4-vdw,S–Na,8,2.8870,2.7445,0.2842,0.2659,0.1005,1.4253
Na2S4-vdw,Na–Na,1,3.5896,3.5896,nan,0.0000,nan,nan
Na2S6-PC-vdw,S–Na,10,3.6082,3.4448,0.3315,0.3145,0.1048,1.0030
Na2S6-PC-vdw,S–S,7,2.4983,2.0014,0.6550,0.6064,0.2476,0.6849
Na2S6-PC-vdw,Na–Na,1,5.1142,5.1142,nan,0.0000,nan,nan
Na2S6-glyme-vdw,S–Na,10,3.1759,2.9439,0.3776,0.3582,0.1194,1.1362
Na2S6-glyme-vdw,S–S,7,2.4794,2.0114,0.6256,0.5792,0.2365,0.7463
Na2S6-glyme-vdw,Na–Na,1,4.6934,4.6934,nan,0.0000,nan,nan
Na2S6-vdw,S–S,7,2.4864,2.0323,0.6245,0.5782,0.2361,0.7238
Na2S6-vdw,S–Na,10,2.9871,2.8050,0.3344,0.3172,0.1057,1.2777
Na2S6-vdw,Na–Na,1,4.2022,4.2022,nan,0.0000,nan,nan
Na2S8-PC-vdw,S–S,7,2.1039,2.0431,0.1494,0.1383,0.0565,1.2938
Na2S8-PC-vdw,S–Na,9,3.8678,3.8293,0.1006,0.0948,0.0335,0.8807
Na2S8-glyme-vdw,S–S,9,2.3931,2.0582,0.5817,0.5485,0.1939,1.3736
Na2S8-glyme-vdw,S–Na,12,3.4294,3.5713,0.4569,0.4375,0.1319,-0.4447
Na2S8-glyme-vdw,Na–Na,1,4.4341,4.4341,nan,0.0000,nan,nan
Na2S8-vdw,S–Na,12,3.2007,3.1563,0.4285,0.4102,0.1237,0.0967
Na2S8-vdw,S–S,8,2.2427,2.0855,0.4665,0.4363,0.1649,2.8184
Na2S8-vdw,Na–Na,1,3.3694,3.3694,nan,0.0000,nan,nan
