name,Atoms,Count,Mean /Å,Median /Å,Sam. std. dev.,Pop. std. dev.,Std. error,Skewness
Na2S2@FeN4,N–S,1,2.8344,2.8344,nan,0.0000,nan,nan
Na2S2@FeN4,Na–Na,1,4.8311,4.8311,nan,0.0000,nan,nan
Na2S2@FeN4,S–Na,4,2.6998,2.6807,0.0735,0.0637,0.0368,1.0663
Na2S2@FeN4,S–S,1,2.0963,2.0963,nan,0.0000,nan,nan
Na2S2@FeN4,Fe–Na,2,3.6187,3.6187,0.1904,0.1346,0.1346,nan
Na2S2@FeN4,Fe–S,2,3.0614,3.0614,1.0049,0.7106,0.7106,nan
Na2S2@FeN4,N–Na,3,2.8463,2.9019,0.1734,0.1416,0.1001,-1.2946
Na2S2@FeN4,N–Fe,4,1.8865,1.8865,0.0013,0.0011,0.0006,0.0018
Na2S2@FeN4,C–Fe,10,2.9846,3.1067,0.3972,0.3768,0.1256,0.2563
Na2S2@FeN4,C–C,78,1.4261,1.4261,0.0000,0.0000,0.0000,0.0000
Na2S2@FeN4,C–Na,14,3.2038,3.0741,0.4260,0.4105,0.1139,0.2000
Na2S2@FeN4,C–N,8,1.4261,1.4261,0.0000,0.0000,0.0000,0.0000
Na2S2@FeN4-PC,C–C,72,1.4261,1.4261,0.0000,0.0000,0.0000,-2.0857
Na2S2@FeN4-PC,S–S,1,2.0474,2.0474,nan,0.0000,nan,nan
Na2S2@FeN4-PC,Fe–S,2,2.9592,2.9592,0.9973,0.7052,0.7052,nan
Na2S2@FeN4-PC,N–S,1,2.8016,2.8016,nan,0.0000,nan,nan
Na2S2@FeN4-PC,N–Fe,4,1.8865,1.8865,0.0013,0.0011,0.0006,0.0018
Na2S2@FeN4-PC,C–Fe,10,2.9846,3.1067,0.3972,0.3768,0.1256,0.2563
Na2S2@FeN4-PC,C–N,8,1.4261,1.4261,0.0000,0.0000,0.0000,0.0000
Na2S2@FeN4-PC,C–Na,1,3.8680,3.8680,nan,0.0000,nan,nan
Na2S2@FeN4-PC,S–Na,2,4.1012,4.1012,0.0916,0.0648,0.0648,nan
Na2S4@FeN4,C–C,78,1.4261,1.4261,0.0000,0.0000,0.0000,0.6434
Na2S4@FeN4,C–Na,15,3.2253,3.0723,0.3903,0.3771,0.1008,0.4463
Na2S4@FeN4,N–Fe,4,1.8865,1.8865,0.0013,0.0011,0.0006,0.0018
Na2S4@FeN4,N–Na,3,3.4880,3.5113,0.1245,0.1016,0.0719,-0.8135
Na2S4@FeN4,S–Na,8,3.1297,2.9689,0.5416,0.5066,0.1915,1.8576
Na2S4@FeN4,Fe–Na,2,4.3489,4.3489,0.6965,0.4925,0.4925,nan
Na2S4@FeN4,S–S,3,2.0908,2.0937,0.0109,0.0089,0.0063,-1.1163
Na2S4@FeN4,Na–Na,1,4.1125,4.1125,nan,0.0000,nan,nan
Na2S4@FeN4,C–N,8,1.4261,1.4261,0.0000,0.0000,0.0000,0.0000
Na2S4@FeN4,Fe–S,2,3.0330,3.0330,1.0314,0.7293,0.7293,nan
Na2S4@FeN4,C–Fe,10,2.9846,3.1067,0.3972,0.3768,0.1256,0.2563
Na2S4@FeN4-PC,N–Fe,4,1.8865,1.8865,0.0013,0.0011,0.0006,0.0018
Na2S4@FeN4-PC,S–S,3,2.0782,2.0800,0.0233,0.0191,0.0135,-0.3470
Na2S4@FeN4-PC,Fe–S,2,2.9946,2.9946,1.0256,0.7252,0.7252,nan
Na2S4@FeN4-PC,N–S,1,2.8098,2.8098,nan,0.0000,nan,nan
Na2S4@FeN4-PC,C–Fe,10,2.9846,3.1067,0.3972,0.3768,0.1256,0.2563
Na2S4@FeN4-PC,C–N,8,1.4261,1.4261,0.0000,0.0000,0.0000,0.0000
Na2S4@FeN4-PC,C–C,78,1.4261,1.4261,0.0000,0.0000,0.0000,0.6434
Na2S4@FeN4-PC,S–Na,5,4.2239,4.2311,0.1470,0.1315,0.0658,-0.1531
Na2S6@FeN4,C–Fe,10,2.9846,3.1067,0.3972,0.3768,0.1256,0.2563
Na2S6@FeN4,C–Na,10,3.3978,3.1624,0.3615,0.3429,0.1143,0.4952
Na2S6@FeN4,N–Fe,4,1.8865,1.8865,0.0013,0.0011,0.0006,0.0018
Na2S6@FeN4,N–Na,4,2.9717,2.9737,0.0450,0.0389,0.0225,-0.1051
Na2S6@FeN4,S–Na,10,3.1033,2.8519,0.4398,0.4172,0.1391,1.3294
Na2S6@FeN4,S–S,7,2.4933,2.0135,0.6369,0.5896,0.2407,0.5876
Na2S6@FeN4,Na–Na,1,3.7363,3.7363,nan,0.0000,nan,nan
Na2S6@FeN4,C–N,8,1.4261,1.4261,0.0000,0.0000,0.0000,0.0000
Na2S6@FeN4,Fe–Na,2,3.2550,3.2550,0.0092,0.0065,0.0065,nan
Na2S6@FeN4,C–C,78,1.4261,1.4261,0.0000,0.0000,0.0000,0.6434
Na2S6@FeN4,Fe–S,2,4.0452,4.0452,0.0150,0.0106,0.0106,nan
Na2S6@FeN4-PC,S–S,5,2.0709,2.0658,0.0449,0.0402,0.0201,1.7074
Na2S6@FeN4-PC,S–Na,4,4.2014,4.1944,0.0977,0.0846,0.0489,0.1647
Na2S6@FeN4-PC,C–Fe,10,2.9846,3.1067,0.3972,0.3768,0.1256,0.2563
Na2S6@FeN4-PC,C–N,8,1.4261,1.4261,0.0000,0.0000,0.0000,0.0000
Na2S6@FeN4-PC,C–C,78,1.4261,1.4261,0.0000,0.0000,0.0000,0.6434
Na2S6@FeN4-PC,N–Fe,4,1.8865,1.8865,0.0013,0.0011,0.0006,0.0018
Na2S6@FeN4-glyme,C–C,78,1.4261,1.4261,0.0000,0.0000,0.0000,0.6434
Na2S6@FeN4-glyme,C–Fe,10,2.9846,3.1067,0.3972,0.3768,0.1256,0.2563
Na2S6@FeN4-glyme,N–Fe,4,1.8865,1.8865,0.0013,0.0011,0.0006,0.0018
Na2S6@FeN4-glyme,C–N,8,1.4261,1.4261,0.0000,0.0000,0.0000,0.0000
Na2S6@FeN4-glyme,S–S,8,2.5954,2.4233,0.6512,0.6091,0.2302,0.1731
Na2S6@FeN4-glyme,S–Na,10,3.1916,2.9942,0.3809,0.3613,0.1204,1.0661
Na2S6@FeN4-glyme,Na–Na,1,4.9034,4.9034,nan,0.0000,nan,nan
Na2S8@FeN4,C–N,8,1.4261,1.4261,0.0000,0.0000,0.0000,0.0000
Na2S8@FeN4,S–Na,15,3.3318,3.0158,0.5588,0.5399,0.1443,0.6916
Na2S8@FeN4,S–S,8,2.3677,2.0565,0.6084,0.5691,0.2151,1.4223
Na2S8@FeN4,Fe–Na,1,3.2541,3.2541,nan,0.0000,nan,nan
Na2S8@FeN4,Fe–S,1,4.1580,4.1580,nan,0.0000,nan,nan
Na2S8@FeN4,N–Na,2,3.3134,3.3134,0.2144,0.1516,0.1516,nan
Na2S8@FeN4,N–Fe,4,1.8865,1.8865,0.0013,0.0011,0.0006,0.0018
Na2S8@FeN4,C–Fe,10,2.9846,3.1067,0.3972,0.3768,0.1256,0.2563
Na2S8@FeN4,Na–Na,1,3.3197,3.3197,nan,0.0000,nan,nan
