name,NaPS,sorbent,solvent,energy,iteration,electronic_scf,vdw,oxidation_states
Na2S2@graphene_vdw,Na2S2,graphene_vdw,Vacuum,-527.2849519240295,5.0,True,True,"{'C': [0.04, 0.04, 0.039, 0.038, 0.039, 0.035, 0.04, 0.041, 0.037, 0.037, 0.036, -0.002, 0.04, 0.041, 0.017, 0.037, 0.039, 0.023, 0.039, 0.04, -0.017, 0.035, 0.013, 0.037, 0.039, 0.025, 0.04, 0.042, 0.022, 0.034, 0.04, 0.038, 0.04, 0.039, -0.003, 0.037, 0.039, 0.04, 0.04, 0.041, 0.033, 0.039, 0.034, 0.032, 0.041, 0.041, 0.026, 0.038, 0.032, 0.013, 0.04, 0.034, 0.04, 0.041, 0.042, -0.011, 0.039, 0.038, 0.01, 0.021, 0.034, 0.04, 0.041, 0.041, 0.038, -0.01, 0.037, 0.04, 0.011, 0.028, 0.039, 0.038], 'S': [-0.426, -0.424], 'Na': [0.841, 0.84]}"
Na2S2@graphene_vdw,Na2S2,graphene_vdw,Vacuum,-527.284698066918,0.0,True,True,"{'C': [0.04, 0.04, 0.039, 0.038, 0.039, 0.035, 0.04, 0.041, 0.037, 0.037, 0.036, -0.002, 0.04, 0.041, 0.017, 0.037, 0.039, 0.023, 0.039, 0.04, -0.017, 0.035, 0.013, 0.037, 0.039, 0.025, 0.04, 0.042, 0.022, 0.034, 0.04, 0.038, 0.04, 0.039, -0.003, 0.037, 0.039, 0.04, 0.04, 0.041, 0.033, 0.039, 0.034, 0.032, 0.041, 0.041, 0.026, 0.038, 0.032, 0.013, 0.04, 0.034, 0.04, 0.041, 0.042, -0.011, 0.039, 0.038, 0.01, 0.021, 0.034, 0.04, 0.041, 0.041, 0.038, -0.01, 0.037, 0.04, 0.011, 0.028, 0.039, 0.038], 'S': [-0.426, -0.424], 'Na': [0.841, 0.84]}"
Na2S2@graphene_vdw,Na2S2,graphene_vdw,Vacuum,-527.2847254221638,1.0,True,True,"{'C': [0.04, 0.04, 0.039, 0.038, 0.039, 0.035, 0.04, 0.041, 0.037, 0.037, 0.036, -0.002, 0.04, 0.041, 0.017, 0.037, 0.039, 0.023, 0.039, 0.04, -0.017, 0.035, 0.013, 0.037, 0.039, 0.025, 0.04, 0.042, 0.022, 0.034, 0.04, 0.038, 0.04, 0.039, -0.003, 0.037, 0.039, 0.04, 0.04, 0.041, 0.033, 0.039, 0.034, 0.032, 0.041, 0.041, 0.026, 0.038, 0.032, 0.013, 0.04, 0.034, 0.04, 0.041, 0.042, -0.011, 0.039, 0.038, 0.01, 0.021, 0.034, 0.04, 0.041, 0.041, 0.038, -0.01, 0.037, 0.04, 0.011, 0.028, 0.039, 0.038], 'S': [-0.426, -0.424], 'Na': [0.841, 0.84]}"
Na2S2@graphene_vdw,Na2S2,graphene_vdw,Vacuum,-527.2847925564059,2.0,True,True,"{'C': [0.04, 0.04, 0.039, 0.038, 0.039, 0.035, 0.04, 0.041, 0.037, 0.037, 0.036, -0.002, 0.04, 0.041, 0.017, 0.037, 0.039, 0.023, 0.039, 0.04, -0.017, 0.035, 0.013, 0.037, 0.039, 0.025, 0.04, 0.042, 0.022, 0.034, 0.04, 0.038, 0.04, 0.039, -0.003, 0.037, 0.039, 0.04, 0.04, 0.041, 0.033, 0.039, 0.034, 0.032, 0.041, 0.041, 0.026, 0.038, 0.032, 0.013, 0.04, 0.034, 0.04, 0.041, 0.042, -0.011, 0.039, 0.038, 0.01, 0.021, 0.034, 0.04, 0.041, 0.041, 0.038, -0.01, 0.037, 0.04, 0.011, 0.028, 0.039, 0.038], 'S': [-0.426, -0.424], 'Na': [0.841, 0.84]}"
Na2S2@graphene_vdw,Na2S2,graphene_vdw,Vacuum,-527.2848657330087,3.0,True,True,"{'C': [0.04, 0.04, 0.039, 0.038, 0.039, 0.035, 0.04, 0.041, 0.037, 0.037, 0.036, -0.002, 0.04, 0.041, 0.017, 0.037, 0.039, 0.023, 0.039, 0.04, -0.017, 0.035, 0.013, 0.037, 0.039, 0.025, 0.04, 0.042, 0.022, 0.034, 0.04, 0.038, 0.04, 0.039, -0.003, 0.037, 0.039, 0.04, 0.04, 0.041, 0.033, 0.039, 0.034, 0.032, 0.041, 0.041, 0.026, 0.038, 0.032, 0.013, 0.04, 0.034, 0.04, 0.041, 0.042, -0.011, 0.039, 0.038, 0.01, 0.021, 0.034, 0.04, 0.041, 0.041, 0.038, -0.01, 0.037, 0.04, 0.011, 0.028, 0.039, 0.038], 'S': [-0.426, -0.424], 'Na': [0.841, 0.84]}"
Na2S2@graphene_vdw,Na2S2,graphene_vdw,Vacuum,-527.284912880935,4.0,True,True,"{'C': [0.04, 0.04, 0.039, 0.038, 0.039, 0.035, 0.04, 0.041, 0.037, 0.037, 0.036, -0.002, 0.04, 0.041, 0.017, 0.037, 0.039, 0.023, 0.039, 0.04, -0.017, 0.035, 0.013, 0.037, 0.039, 0.025, 0.04, 0.042, 0.022, 0.034, 0.04, 0.038, 0.04, 0.039, -0.003, 0.037, 0.039, 0.04, 0.04, 0.041, 0.033, 0.039, 0.034, 0.032, 0.041, 0.041, 0.026, 0.038, 0.032, 0.013, 0.04, 0.034, 0.04, 0.041, 0.042, -0.011, 0.039, 0.038, 0.01, 0.021, 0.034, 0.04, 0.041, 0.041, 0.038, -0.01, 0.037, 0.04, 0.011, 0.028, 0.039, 0.038], 'S': [-0.426, -0.424], 'Na': [0.841, 0.84]}"
Na2S2@graphene_vdw,Na2S2,graphene_vdw,Vacuum,-527.2849911606996,6.0,True,True,"{'C': [0.04, 0.04, 0.039, 0.038, 0.039, 0.035, 0.04, 0.041, 0.037, 0.037, 0.036, -0.002, 0.04, 0.041, 0.017, 0.037, 0.039, 0.023, 0.039, 0.04, -0.017, 0.035, 0.013, 0.037, 0.039, 0.025, 0.04, 0.042, 0.022, 0.034, 0.04, 0.038, 0.04, 0.039, -0.003, 0.037, 0.039, 0.04, 0.04, 0.041, 0.033, 0.039, 0.034, 0.032, 0.041, 0.041, 0.026, 0.038, 0.032, 0.013, 0.04, 0.034, 0.04, 0.041, 0.042, -0.011, 0.039, 0.038, 0.01, 0.021, 0.034, 0.04, 0.041, 0.041, 0.038, -0.01, 0.037, 0.04, 0.011, 0.028, 0.039, 0.038], 'S': [-0.426, -0.424], 'Na': [0.841, 0.84]}"
Na2S2@graphene_vdw,Na2S2,graphene_vdw,Vacuum,-527.2850378969757,7.0,True,True,"{'C': [0.04, 0.04, 0.039, 0.038, 0.039, 0.035, 0.04, 0.041, 0.037, 0.037, 0.036, -0.002, 0.04, 0.041, 0.017, 0.037, 0.039, 0.023, 0.039, 0.04, -0.017, 0.035, 0.013, 0.037, 0.039, 0.025, 0.04, 0.042, 0.022, 0.034, 0.04, 0.038, 0.04, 0.039, -0.003, 0.037, 0.039, 0.04, 0.04, 0.041, 0.033, 0.039, 0.034, 0.032, 0.041, 0.041, 0.026, 0.038, 0.032, 0.013, 0.04, 0.034, 0.04, 0.041, 0.042, -0.011, 0.039, 0.038, 0.01, 0.021, 0.034, 0.04, 0.041, 0.041, 0.038, -0.01, 0.037, 0.04, 0.011, 0.028, 0.039, 0.038], 'S': [-0.426, -0.424], 'Na': [0.841, 0.84]}"
Na2S2@graphene_vdw,Na2S2,graphene_vdw,Vacuum,-527.2850826269678,8.0,True,True,"{'C': [0.04, 0.04, 0.039, 0.038, 0.039, 0.035, 0.04, 0.041, 0.037, 0.037, 0.036, -0.002, 0.04, 0.041, 0.017, 0.037, 0.039, 0.023, 0.039, 0.04, -0.017, 0.035, 0.013, 0.037, 0.039, 0.025, 0.04, 0.042, 0.022, 0.034, 0.04, 0.038, 0.04, 0.039, -0.003, 0.037, 0.039, 0.04, 0.04, 0.041, 0.033, 0.039, 0.034, 0.032, 0.041, 0.041, 0.026, 0.038, 0.032, 0.013, 0.04, 0.034, 0.04, 0.041, 0.042, -0.011, 0.039, 0.038, 0.01, 0.021, 0.034, 0.04, 0.041, 0.041, 0.038, -0.01, 0.037, 0.04, 0.011, 0.028, 0.039, 0.038], 'S': [-0.426, -0.424], 'Na': [0.841, 0.84]}"
Na2S2@graphene_vdw,Na2S2,graphene_vdw,Vacuum,-527.2851190753743,9.0,True,True,"{'C': [0.04, 0.04, 0.039, 0.038, 0.039, 0.035, 0.04, 0.041, 0.037, 0.037, 0.036, -0.002, 0.04, 0.041, 0.017, 0.037, 0.039, 0.023, 0.039, 0.04, -0.017, 0.035, 0.013, 0.037, 0.039, 0.025, 0.04, 0.042, 0.022, 0.034, 0.04, 0.038, 0.04, 0.039, -0.003, 0.037, 0.039, 0.04, 0.04, 0.041, 0.033, 0.039, 0.034, 0.032, 0.041, 0.041, 0.026, 0.038, 0.032, 0.013, 0.04, 0.034, 0.04, 0.041, 0.042, -0.011, 0.039, 0.038, 0.01, 0.021, 0.034, 0.04, 0.041, 0.041, 0.038, -0.01, 0.037, 0.04, 0.011, 0.028, 0.039, 0.038], 'S': [-0.426, -0.424], 'Na': [0.841, 0.84]}"
Na2S2@graphene_vdw,Na2S2,graphene_vdw,Vacuum,-527.285163274033,10.0,True,True,"{'C': [0.04, 0.04, 0.039, 0.038, 0.039, 0.035, 0.04, 0.041, 0.037, 0.037, 0.036, -0.002, 0.04, 0.041, 0.017, 0.037, 0.039, 0.023, 0.039, 0.04, -0.017, 0.035, 0.013, 0.037, 0.039, 0.025, 0.04, 0.042, 0.022, 0.034, 0.04, 0.038, 0.04, 0.039, -0.003, 0.037, 0.039, 0.04, 0.04, 0.041, 0.033, 0.039, 0.034, 0.032, 0.041, 0.041, 0.026, 0.038, 0.032, 0.013, 0.04, 0.034, 0.04, 0.041, 0.042, -0.011, 0.039, 0.038, 0.01, 0.021, 0.034, 0.04, 0.041, 0.041, 0.038, -0.01, 0.037, 0.04, 0.011, 0.028, 0.039, 0.038], 'S': [-0.426, -0.424], 'Na': [0.841, 0.84]}"
