name,NaPS,sorbent,Atoms,solvent,electronic_scf,vdw,Count,Mean /°,Median /°,Sam. std. dev.,Pop. std. dev.,Std. error,Skewness
Na2S2@graphene-vdw,Na2S2,graphene,C–C–C,Vacuum,True,True,170,120.01,120.01,0.08,0.08,0.01,-0.18
Na2S2@graphene-vdw,Na2S2,graphene,C–C–C,Vacuum,True,True,170,120.01,120.01,0.08,0.08,0.01,-0.18
Na2S2@graphene-vdw,Na2S2,graphene,C–C–C,Vacuum,True,True,170,120.01,120.01,0.08,0.08,0.01,-0.18
Na2S2@graphene-vdw,Na2S2,graphene,C–C–C,Vacuum,True,True,170,120.01,120.01,0.08,0.08,0.01,-0.18
Na2S2@graphene-vdw,Na2S2,graphene,C–C–C,Vacuum,True,True,170,120.01,120.01,0.08,0.08,0.01,-0.18
Na2S2@graphene-vdw,Na2S2,graphene,C–C–C,Vacuum,True,True,170,120.01,120.01,0.08,0.08,0.01,-0.18
Na2S2@graphene-vdw,Na2S2,graphene,C–C–C,Vacuum,True,True,170,120.01,120.01,0.08,0.08,0.01,-0.18
Na2S2@graphene-vdw,Na2S2,graphene,C–C–C,Vacuum,True,True,170,120.01,120.01,0.08,0.08,0.01,-0.18
Na2S2@graphene-vdw,Na2S2,graphene,C–C–C,Vacuum,True,True,170,120.01,120.01,0.08,0.08,0.01,-0.18
Na2S2@graphene-vdw,Na2S2,graphene,C–C–C,Vacuum,True,True,170,120.01,120.01,0.08,0.08,0.01,-0.18
Na2S2@graphene-vdw,Na2S2,graphene,C–C–C,Vacuum,True,True,170,120.01,120.01,0.08,0.08,0.01,-0.18
Na2S2@graphene-vdw,Na2S2,graphene,C–C–C,Vacuum,True,True,170,120.01,120.01,0.08,0.08,0.01,-0.18
Na2S2@graphene-vdw,Na2S2,graphene,C–C–C,Vacuum,True,True,170,120.01,120.01,0.08,0.08,0.01,-0.18
Na2S2@graphene-vdw,Na2S2,graphene,C–C–C,Vacuum,True,True,170,120.01,120.01,0.08,0.08,0.01,-0.18
