name,NaPS,sorbent,Atoms,solvent,electronic_scf,vdw,Count,Mean /°,Median /°,Sam. std. dev.,Pop. std. dev.,Std. error,Skewness
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–S–S,Vacuum,False,False,1139,88.33,84.76,38.51,38.49,1.14,0.39
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–Ni,Vacuum,False,False,620,87.87,90.00,32.91,32.88,1.32,1.08
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
Na2S2@NiS2,Na2S2,NiS2,Ni–Ni–S,Vacuum,False,False,1490,83.25,88.41,37.52,37.51,0.97,0.21
